paper_id,question_no,qbm_id,bank_id,id
52278976,12,2534928063348736,14,10939939
52278976,13,2535352995643392,3,10939956
52278976,14,2505689466929152,3,10940031
52278976,15,2534793522700291,6,10940117
52278976,16,2518995278667776,13,10940187
52278976,17,2518995278790656,13,10940200
52278976,18,2533245679542273,12,10940214
52278976,19,2531372797026304,11,10940216
52303779,1,2533245679681536,12,10940237
52303779,2,2533245679919104,12,10940275
52303779,3,2534956550938625,14,10940317
52303779,4,2531328071270400,15,10940358
52303779,5,2531328071319552,15,10940367
52303779,6,2531191398899712,15,10940425
52303779,7,2531191398998017,15,10940431
52303779,8,2518682294853632,13,10940464
52303779,9,2531885660438528,15,10940521
52303779,10,2505971417538561,3,10940690
52303779,11,2531448665595905,16,10940748
52303779,12,2521951761817600,16,10940828
52303779,13,2521951761825793,16,10940830
52303779,14,2534808349696000,6,10940854
52303779,15,2530463718195201,1,10940873
52303779,16,2534743694467072,11,10940903
52303779,17,2535507591438336,2,10940910
52303779,18,2535482102251520,2,10940913
52303779,19,2517548059762688,2,10941055
52303779,20,2534880702996480,14,10941074
52303779,21,2535389340696578,7,10941109
52303779,22,,14,10941136
52413844,1,,14,10941159
52413844,2,2510062806900736,9,10941209
52413844,3,2535558169952256,18,10941244
52413844,4,2531388142075904,16,10941258
52413844,5,2531701071519745,16,10941466
52413844,6,2535461893799937,12,10941529
52413844,7,2510067919536129,9,10941537
52413844,8,2530583762747392,17,10941551
52413844,9,2530690781405185,16,10941758
52413844,10,2503708187426816,17,10941785
52413844,11,2496468793073664,5,10941802
52413844,12,2503702645268480,17,10941839
52413844,13,2534853495635968,6,10942053
52413844,14,2503643760205825,17,10942075
52413844,15,2534619644641280,16,10942094
52413844,16,2507091542761472,3,10942102
52413844,17,2509308567650304,9,10942133
52413844,18,2531254605291520,11,10942135
52413844,19,2531254605660160,11,10942148
52413844,20,2531258342572032,11,10942262
52413844,21,2505195633115136,3,10942416
52413844,22,2534868297801728,8,10942549
52413844,23,2534868297842689,8,10942553
52413844,24,2534868297900032,8,10942561
52413844,25,2530060390408192,11,10942585
52413844,26,2535447017160705,12,10942614
52530263,1,2529352429969408,11,10942742
52530263,2,2535354998784000,7,10942883
52530263,3,,11,10942947
52530263,4,,0,10985724
52530263,5,2534818142453760,18,10943025
52530263,6,2496521174663168,5,10943085
52530263,7,2496511393808384,5,10943116
52555904,1,2534614452518913,12,10943166
52555904,2,2533899250868225,24,10943179
52555904,3,2534631775305728,24,10943203
52555904,4,2522232277590016,16,10943220
52555904,5,2496737958731776,5,10943258
52555904,6,2496737958789120,5,10943268
52555904,7,2517005139763200,2,10943285
52555904,8,2517093711519744,2,10943352
52555904,9,2517644426059776,2,10943414
52555904,10,2534022166577152,24,10943446
52555904,11,2535551498969088,7,10943480
52555904,12,2533912900526081,24,10943491
52555904,13,2527612720119808,10,10943560
52555904,14,2535408746233857,17,10943584
52555904,15,2500869725478912,17,10943628
52555904,16,2517137996333056,2,10943648
52555904,17,2535508318289921,7,10943656
52555904,18,2535508318314496,7,10943661
52555904,19,2535508318355456,7,10943666
52555904,20,2531096565096449,10,10943716
52555904,21,2535684796416001,7,10943779
52601499,1,2535684796465152,7,10943787
52601499,2,2519731482304512,13,10943815
52601499,3,2530640511991809,17,10943901
52601499,4,2531831964942338,15,10943994
52601499,5,2519669108342784,13,10944008
52601499,6,2534902598049792,8,10944041
52601499,7,2534902598098944,8,10944055
52601499,8,2534207911575552,25,10944065
52601499,9,2533471841558529,23,10944156
52601499,10,2515842018877440,13,10944177
52601499,11,2515878043312129,13,10944279
52601499,12,2535991147020289,13,10944364
52601499,13,2515142829678592,2,10944390
52601499,14,2515142829703169,2,10944394
52601499,15,2496672075276288,5,10944415
52601499,16,2504382970888193,17,10944462
52601499,17,2504382971101185,17,10944478
52601499,18,2535495278174208,12,10944491
52601499,19,2535714468315136,7,10944524
52601872,1,2533367810990080,12,10944631
52601872,2,2527157522096128,11,10944704
52601872,3,2535532564594688,14,10944718
52601872,4,2489697470898177,3,10944762
52601872,5,2489697471029249,3,10944786
52601872,6,2489697471111169,3,10944807
52601872,7,2536187992965121,14,10944840
52601872,8,2532138637262848,1,10944847
52601872,9,2535469236346880,14,10945011
52601872,10,2535352893464576,12,10945044
52601872,11,2535352893612032,12,10945056
52601872,12,2535515152269312,7,10945063
52601872,13,2506495819587584,3,10945087
52601872,14,2535401832808449,17,10945140
52601872,15,2536271884107776,2,10945180
52601872,16,2536187820228608,12,10945203
52601872,17,2496787007070208,5,10945288
52601872,18,2496787007086592,5,10945291
52601872,19,2535463491059712,8,10945319
52601872,20,2506197224800256,3,10945363
52601872,21,2531096394801152,2,10945420
52616875,1,2497111915126784,5,10945468
52616875,2,2529299240026112,4,10945600
52616875,3,2523689325297665,31,10945665
52616875,4,2531434553032704,11,10945677
52616875,5,2531455625469952,11,10945711
52616875,6,2531677412810752,16,10945759
52616875,7,2517819843862528,2,10945791
52616875,8,2517819843919872,2,10945797
52616875,9,2517303048429568,2,10945897
52616875,10,2536018698895360,18,10945907
52616875,11,2536012805169152,7,10945920
52616875,12,2503026572746753,3,10946073
52616875,13,2503026572853248,3,10946091
52616875,14,2529144035090432,4,10946246
52616875,15,2529279815958528,4,10946275
52616875,16,2534917992448000,6,10946292
52616875,17,2535682436448256,12,10946319
52616875,18,2535682436464641,12,10946324
52616875,19,2534184927404034,25,10946357
52616875,20,2503107528859648,3,10946471
52616985,1,2529126849642496,4,10946498
52616985,2,2529209447743488,4,10946551
52616985,3,2529170291761152,4,10946565
52616985,4,2534122285531136,25,10946640
52616985,5,2534204004179968,25,10946670
52616985,6,2529067749924865,4,10946694
52616985,7,2530789076779008,4,10946701
52616985,8,2496552545968128,5,10946756
52616985,9,2536152629141506,6,10946774
52616985,10,2510581444141057,9,10946785
52616985,11,2474007281541120,3,10946821
52616985,12,2535712619282434,7,10946845
52616985,13,2502377541828608,3,10946889
52617461,1,2534801386283008,24,10946895
52617461,2,2505250186076160,17,10946963
52617461,3,2535477124530176,2,10947023
52617461,4,2531670462521344,16,10947045
52617461,5,2531704680775681,16,10947058
52617461,6,2529657668648961,16,10947078
52617461,7,2535670675456000,14,10947142
52617461,8,2517981631848449,2,10947230
52617461,9,2517981631856640,2,10947231
52617461,10,2517804385230848,2,10947345
52617461,11,2517291647107072,2,10947365
52617892,1,2517291647213568,2,10947367
52617892,2,2534221203267584,25,10947543
52617892,3,2519967077269504,13,10947672
52617892,4,2529907035561984,26,10947706
52617892,5,2514304754925568,9,10947712
52617892,6,2536308531666944,2,10947732
52617892,7,2536162138710016,6,10947747
52617892,8,2536208144621568,32,10947772
52617892,9,2535375936937984,18,10947924
52617892,10,2536104455626753,7,10948055
52617892,11,2496797723492352,5,10948084
52617892,12,2514847455543296,9,10948132
52617892,13,2535640136515585,1,10948187
52617892,14,2502407079739394,3,10948257
52617892,15,2534690322071552,24,10948286
52617892,16,2531275224899584,16,10948396
52617892,17,2531275224932352,16,10948402
52617892,18,2534810380124160,24,10948412
52617892,19,2534703217999872,24,10948446
52617892,20,2531247748980736,4,10948494
52617892,21,2536255446130688,9,10948514
52618528,1,2536255446147072,9,10948518
52618528,2,2536255446163456,9,10948521
52618528,3,2536255446171648,9,10948522
52618528,4,2536366907252736,13,10948526
52618528,5,2536078224637953,7,10948610
52618528,6,2536067078119425,7,10948656
52618528,7,2535574111862785,8,10948706
52618528,8,2535574111870976,8,10948707
52618528,9,2535520197771264,8,10948726
52618528,10,2535565423353857,8,10948761
52618528,11,2535565423476736,8,10948778
52618528,12,2533484634382337,23,10948796
52618528,13,2531222692995072,4,10948853
52618528,14,2530407769153536,4,10948866
52618528,15,2529974434045952,4,10948890
52618528,16,2529974434095104,4,10948893
52618528,17,2536136688967680,12,10948912
52618528,18,2536216691556352,9,10948931
52618528,19,2536216691564545,9,10948933
52618528,20,2535529909018625,8,10948969
52622049,1,2531858504450048,11,10949094
52622049,2,2536214260629504,32,10949124
52622049,3,2533516464799745,23,10949170
52622049,4,2535580271181824,14,10949289
52622049,5,2531455810437120,11,10949335
52622049,6,2531455810691072,11,10949346
52622049,7,2531455810732032,11,10949348
52622049,8,2536204577005569,7,10949381
52622049,9,2536330534125568,2,10949399
52622049,10,2520084400766976,13,10949423
52622049,11,2520084400971776,13,10949433
52622049,12,2517916617498624,2,10949455
52622049,13,2517640672526337,2,10949488
52622049,14,2533527274741760,23,10949606
52622049,15,2533527274799104,23,10949612
52622049,16,2527877709389824,17,10949659
52622049,17,2527877709422593,17,10949667
52622049,18,2527877709488128,17,10949681
52622049,19,2535296122109952,18,10949697
52647150,1,2536113385119744,7,10949728
52647150,2,2536113385168896,7,10949739
52647150,3,2536113385193472,7,10949745
52647150,4,2517785526616064,2,10949794
52647150,5,2517811019235329,2,10949805
52647150,6,2535564421259264,14,10949827
52647150,7,2519975596466176,13,10949874
52647150,8,2536143125200896,15,10949891
52647150,9,2535688145412096,12,10949935
52647150,10,2534900956119042,24,10949946
52647150,11,2535314152677376,18,10949951
52647150,12,2531717814517760,16,10949979
52647150,13,2520095582773249,13,10950024
52647150,14,2520095582789632,13,10950026
52647150,15,2532076077932544,11,10950053
52647150,16,2509399181385728,17,10950140
52647150,17,2522197346893824,3,10950268
52647150,18,2501679630958593,3,10950300
52647150,19,2475283497033728,29,10950422
52647150,20,2475283497205760,29,10950455
52670756,1,2475283497222145,29,10950457
52670756,2,2514283806441472,9,10950523
52670756,3,2509276032679936,17,10950639
52670756,4,2536006492602368,8,10950673
52670756,5,2535620696776704,32,10950739
52670756,6,2536229567324160,32,10950760
52670756,7,2531907904995329,15,10950775
52670756,8,2531907905249280,15,10950811
52670756,9,2503473637785600,3,10950836
52670756,10,2519082010288128,2,10950902
52670756,11,2534951893786625,25,10951001
52670756,12,2518001230716929,2,10951035
53154190,1,2529966595309568,26,10951079
53154190,2,2536029276438528,24,10951185
53154190,3,2536029276463104,24,10951190
53154190,4,2536137707315200,24,10951282
53154190,5,2514298303315968,9,10951316
53154190,6,2506523649957888,17,10951331
53154190,7,2536736867909632,11,10951396
53154190,8,2514928297164801,9,10951467
53154190,9,2531374614724608,8,10951545
53154190,10,2531473537277952,4,10951588
53154190,11,2531823508275200,4,10951624
54327230,1,2531997971816448,5,10951655
54327230,2,2531837975306240,4,10951731
54327230,3,2532084389986304,5,10951790
54327230,4,2531789821263872,8,10951799
54327230,5,2532417473601536,7,10951936
54327230,6,2532424385617920,7,10951944
54327230,7,2532211395256320,5,10951978
54327230,8,2531912800026624,8,10952072
54327230,9,2536206259560448,24,10952180
54327230,10,2531795474776064,8,10952199
54327230,11,2532623792619520,5,10952250
54327230,12,2532623792652288,5,10952255
54337294,1,2532623792693248,5,10952260
54337294,2,2532497524736000,8,10952265
54337294,3,2532618504208384,5,10952284
54337294,4,2532644021600256,5,10952295
54337294,5,2532607562539008,5,10952357
54337294,6,2532607562563584,5,10952359
54337294,7,2532579517530112,5,10952371
54337294,8,2536322409775104,24,10952415
54337294,9,2532156906094592,5,10952472
54337294,10,2532689089003521,7,10952522
54337294,11,2532784110313473,8,10952569
54337294,12,2532670741995520,5,10952588
54337294,13,2532860888973312,1,10952604
54337294,14,2532811461132288,1,10952620
54337294,15,2532518173638656,5,10952636
54337294,16,2532792896692225,3,10952696
54337294,17,2532827075264512,5,10952837
54337294,18,2532934830497792,5,10952919
54337294,19,2533138067005441,5,10952938
54337294,20,2533154963333120,5,10953004
54337294,21,2533170195120128,5,10953027
54593313,1,2532927719718912,5,10953095
54593313,2,2533272170692608,5,10953156
54593313,3,2533325176315904,5,10953198
54593313,4,2533325176365056,5,10953204
54593313,5,2531242388185088,10,10953218
54593313,6,2533342120615937,5,10953247
54593313,7,2533367310434304,5,10953308
54593313,8,2533368838807552,5,10953352
54593313,9,2533368839086080,5,10953369
54593313,10,2533374427332608,5,10953373
54593313,11,2533175783276545,3,10953392
56279659,1,2533175783292929,3,10953396
56279659,2,2533175783718913,3,10953469
56279659,3,2533175783981056,3,10953514
56279659,4,2533175784005632,3,10953519
56279659,5,2533175784169473,3,10953549
56279659,6,2533175784226817,3,10953559
56279659,7,2533175784398848,3,10953588
56279659,8,2533175784644608,3,10953623
56279659,9,2533385333743616,5,10953700
56279659,10,2533298682724352,3,10953706
56279659,11,2533298682732544,3,10953707
56279659,12,2533298682757121,3,10953711
56279659,13,2533365447663616,5,10953714
56279659,14,2533291987091456,3,10953752
56279659,15,2533291987247104,3,10953772
56279659,16,2532849254137856,3,10953797
56279659,17,2533397913821184,5,10953829
56279659,18,2532682454089728,5,10953840
56279659,19,2533298826838016,3,10953920
56279659,20,2533383962673152,5,10953986
56279659,21,2533339600855041,3,10954058
56785246,1,2532162347114496,11,10954154
56785246,2,2302852263141376,5,10954165
56785246,3,2533423864463361,1,10954170
56785246,4,2533395563347968,3,10954229
56785246,5,2532784219127808,2,10954286
56785246,6,2533533281304576,5,10954332
56785246,7,2533533281312770,5,10954336
56785246,8,2533544581201921,5,10954361
56785246,9,2533421380395008,5,10954398
56785246,10,2533421380444160,5,10954404
56785246,11,2533511856406528,5,10954415
56785246,12,2533511856488448,5,10954426
56785246,13,2533534330920960,5,10954436
56785246,14,2533605613666304,5,10954475
56785246,15,2533826686754816,2,10954649
56785246,16,2533832427872256,2,10954714
56785246,17,2533832139898880,2,10954717
56785246,18,2533848439611392,2,10954733
56785246,19,2533851711717376,2,10954745
56785246,20,2533876235190272,2,10954863
56785246,21,2533989216190464,5,10954998
56888415,1,2533988754317312,7,10955096
56888415,2,2534025797746688,5,10955219
56888415,3,2533885365411841,8,10955229
56888415,4,2534034487508992,5,10955238
56888415,5,2534040487116800,5,10955267
56888415,6,2534216844664833,1,10955287
56888415,7,2534216844820481,1,10955313
56888415,8,2533882096861184,2,10955357
56888415,9,2534011561107456,5,10955370
56888415,10,2534011561230336,5,10955381
56888415,11,2533890860769280,2,10955443
56888415,12,2534043275558912,5,10955537
56888415,13,2533909217509376,2,10955565
56888415,14,2533974389694464,5,10955571
56888415,15,2533899272503296,2,10955596
56888415,16,2534105044246528,5,10955629
56888415,17,2520530261581824,13,10955771
56888415,18,2533900383035392,2,10955814
56888415,19,2533898809212928,2,10955876
56888415,20,2534286217093120,1,10955936
56888415,21,2533891267149824,2,10955950
56946626,1,2533891267166209,2,10955953
56946626,2,2534138447077376,5,10956042
56946626,3,2534022945488896,2,10956072
56946626,4,2534022945497088,2,10956073
56946626,5,2534135406010368,1,10956095
56946626,6,2534006006022144,2,10956154
56946626,7,2533997695320064,2,10956174
56946626,8,2534161258225664,5,10956198
56946626,9,2534138229579776,2,10956239
56946626,10,2534194826035200,5,10956284
56946626,11,2534008047255552,2,10956370
56946626,12,2534665784123392,1,10956406
56946626,13,2534620713050112,8,10956425
56946626,14,2534163788464129,7,10956449
56946626,15,2534163788513280,7,10956457
56946626,16,2534163788529664,7,10956461
56946626,17,2534323248513024,5,10956606
56946626,18,2534345958318080,5,10956689
56946626,19,2509980755812352,17,10956699
56946626,20,2534590990065664,5,10956717
56946626,21,2534658581946368,8,10956744
57067322,1,2534658581979136,8,10956748
57067322,2,2534677070815232,5,10956818
57067322,3,2507243953709056,17,10956921
57067322,4,2518484960829440,17,10957001
57067322,5,2534318778056704,5,10957025
57067322,6,2508038626066433,17,10957032
57067322,7,2522601617276929,17,10957051
57067322,8,2536422813130752,15,10957105
57067322,9,2468420194148352,3,10957151
57067322,10,2534127396192256,7,10957197
57067322,11,2534127396233217,7,10957211
57067322,12,2534127396298752,7,10957228
57067322,13,2536910213939200,24,10957247
57067322,14,2536727793180672,12,10957337
57067322,15,2534789252702208,5,10957343
57067322,16,2534832011935744,5,10957440
57067322,17,2533360676831232,3,10957463
57067322,18,2533360676937729,3,10957488
57067322,19,2533360676978690,3,10957499
57067322,20,2533591271514112,3,10957515
57103148,1,2533591271571456,3,10957522
57103148,2,2534650707869696,8,10957543
57103148,3,2534650707927040,8,10957551
57103148,4,2534044932284416,3,10957583
57103148,5,2534044932308992,3,10957586
57103148,6,2534000091168768,2,10957712
57103148,7,2534986052108288,1,10957729
57103148,8,2534549365587968,7,10957760
57103148,9,2534979941179392,25,10957827
57103148,10,2534552442986496,7,10957868
57103148,11,2535089468620800,1,10957948
57103148,12,2535231126355968,5,10957968
57103148,13,2534544705921024,7,10957991
57103148,14,2534800400728064,2,10957994
57103148,15,2534800400801792,2,10958000
57103148,16,2534800401088512,2,10958011
57103148,17,2531809066819584,4,10958084
57103148,18,2531817888161792,4,10958101
57103148,19,2531820472229888,4,10958104
57165035,1,2531868792610816,4,10958134
57165035,2,2531868792627200,4,10958137
57165035,3,2531869862592512,4,10958167
57165035,4,2534987278008320,8,10958260
57165035,5,2532606235475968,4,10958330
57165035,6,2532606235557888,4,10958338
57165035,7,2535255852425216,7,10958411
57165035,8,2506337208721408,25,10958418
57165035,9,2532554097713152,4,10958461
57165035,10,2532554097721344,4,10958465
57165035,11,2532548330749952,4,10958588
57169858,1,2504942973370368,3,10958694
57169858,2,2535681130618880,3,10958725
57169858,3,2533101634453504,13,10958855
57169858,4,2532677632901120,4,10958895
57169858,5,2532668983926784,4,10958917
57169858,6,2532824275263488,4,10958943
57169858,7,2535773181124608,12,10958984
57169858,8,2535773181124609,12,10958986
57169858,9,2535773181198336,12,10959005
57169858,10,2535773181231104,12,10959014
57169858,11,2532857124765696,4,10959028
57169858,12,2532857124798464,4,10959032
57169858,13,2533132884590593,4,10959040
57169858,14,2533146803544064,4,10959136
57169858,15,2533157392146433,4,10959186
57169858,16,2534957484711937,8,10959198
57169858,17,2535700301774848,1,10959204
57169858,18,2535668938997760,1,10959238
57169858,19,2535691489042432,1,10959256
57169858,20,2533168349741056,4,10959270
57169858,21,2532810854465537,4,10959278
57192220,1,2532798218240000,4,10959298
57192220,2,2532790678052865,4,10959307
57192220,3,2532790678102016,4,10959313
57192220,4,2536651381039104,14,10959349
57192220,5,2533180165013505,4,10959372
57192220,6,2533180165070848,4,10959383
57192220,7,2536098795560961,3,10959432
57192220,8,2536098795585537,3,10959437
57192220,9,2533195512422400,4,10959455
57192220,10,2536436841209857,7,10959539
57192220,11,2536109609811969,3,10959620
57192220,12,2535419457945600,25,10959626
57192220,13,2536109610008577,3,10959670
57192220,14,2536284406210560,3,10959766
57192220,15,2533949408206848,4,10959852
57192220,16,2536399772000257,12,10959866
57192220,17,2536070113705984,8,10959879
57192220,18,2536311983226880,3,10959988
57192220,19,2536334167580672,3,10960031
57192220,20,2536334167654400,3,10960056
57192220,21,2536334167744513,3,10960083
57192258,1,2536334167810049,3,10960102
57192258,2,2536334167842817,3,10960116
57192258,3,2536334167949313,3,10960164
57192258,4,2536265346310144,7,10960206
57192258,5,2536265346318336,7,10960208
57192258,6,2536274306441216,7,10960290
57192258,7,2517781087141888,2,10960354
57192258,8,2536209732616192,3,10960393
57192258,9,2536209732812800,3,10960431
57192258,10,2531414599729152,23,10960513
57192258,11,2536339563364352,3,10960629
57192258,12,2536278704996352,1,10960663
57192258,13,2536816117932033,5,10960755
57192258,14,2535416751226880,25,10960846
57192258,15,2536213257289728,8,10960892
57192258,16,2536206654865408,8,10960968
57192258,17,2536752413335553,7,10961082
57192258,18,2536270109483008,1,10961095
57192258,19,2536647336337408,8,10961225
57192258,20,2536668824666112,2,10961234
57193526,1,2536292598136832,8,10961328
57193526,2,2536473371541504,2,10961389
57193526,3,2536473371803648,2,10961397
57193526,4,2536483898728448,2,10961500
57193526,5,2534083287539712,4,10961521
57193526,6,2536345937780736,8,10961540
57193526,7,2536440082137088,2,10961577
57193526,8,2526868895850497,10,10961689
57193526,9,2526868895858689,10,10961693
57193526,10,2533521848639488,4,10961709
57193526,11,2536766515871744,3,10961735
57193526,12,2536766515896320,3,10961738
57193526,13,2534007276699648,4,10961777
57193526,14,2536892182700032,3,10961796
57193526,15,2536892182896640,3,10961826
57193526,16,2536892182896641,3,10961827
57193526,17,2536892183126017,3,10961872
57193526,18,2535253899476993,7,10961890
57193526,19,2529966135099392,26,10961971
57193526,20,2520636162818048,13,10962021
57193526,21,2534116920221696,4,10962041
57204667,1,2536800140804096,2,10962051
57204667,2,2536836512448512,2,10962078
57204667,3,2536841132580865,2,10962101
57204667,4,2536788998168576,2,10962648
57204667,5,2536936135876608,7,10962653
57204667,6,2536932937629696,7,10962681
57204667,7,2536692294320129,7,10962692
57204667,8,2536918806380544,3,10962702
57204667,9,2536918806528001,3,10962748
57204667,10,2533140350369792,15,10962813
57204667,11,2535952466345984,18,10962822
57204667,12,2528137606152193,15,10962870
57204667,13,2528137606176768,15,10962874
57204667,14,2536217599623168,14,10962886
57204667,15,2533829555093504,4,10962909
57204667,16,2536769816141824,23,10962977
57204667,17,2527571083550721,10,10963027
57204667,18,2525633655398401,9,10963077
57204667,19,2509756597043200,9,10963140
57205070,1,2511204653195265,17,10963157
57205070,2,2520690205630464,2,10963163
57205070,3,2522228236017664,2,10963173
57205070,4,2522228236124160,2,10963184
57205070,5,2536961339727872,1,10963265
57205070,6,2536961339899904,1,10963289
57205070,7,2536306227298304,14,10963327
57205070,8,2508046290386944,17,10963403
57205070,9,2527682130190336,5,10963445
57205070,10,2536697713737728,12,10963466
57205070,11,2536903572701185,7,10963485
57205070,12,2536302332837888,1,10963560
57205070,13,2508020450828289,17,10963672
57205070,14,2536996736073728,2,10963728
57205070,15,2537085322272768,2,10963764
57205070,16,2531331479494656,4,10963788
57205070,17,2536945270530048,3,10963850
57205070,18,2536754606047232,8,10963915
57205070,19,2536754606080000,8,10963921
57252468,1,2535679322431489,3,10963979
57252468,2,2535679322447872,3,10963981
57252468,3,2535679322497025,3,10963990
57252468,4,2536762144227328,8,10964017
57252468,5,2532446495891456,11,10964051
57252468,6,2536766365114368,8,10964087
57252468,7,2531384970493952,4,10964123
57252468,8,2532623905955840,11,10964198
57252468,9,2533079182434304,15,10964281
57252468,10,2510703505047554,17,10964306
57252468,11,2532848196943873,15,10964311
57252468,12,2529090139996161,17,10964343
57252468,13,2503563033239552,3,10964358
57252468,14,2503563033280512,3,10964362
57252468,15,2537027446980608,2,10964431
57252468,16,2537026500222976,2,10964456
57252468,17,2535694169792512,1,10964500
57252468,18,2537005585145856,3,10964603
57252468,19,2536061566337024,1,10964615
57252468,20,2536061566377984,1,10964620
57252468,21,2536061566402560,1,10964623
57256005,1,2532713946963968,15,10964638
57256005,2,2196630173581312,26,10964649
57256005,3,2537023019991040,2,10964657
57256005,4,2515201602084864,9,10964673
57256005,5,2533102945853441,15,10964760
57256005,6,2510696940748800,17,10964784
